date,year,doy,latitude,longitude,LST,pixel_id,x,y
2023-12-13,2023,347,-3.051666551868804,-54.80024016240945,296.28845,744493_9662445,744493.5363131408,9662445.99953645
2023-12-13,2023,347,-3.05162569812198,-54.780456250275954,296.3291,746693_9662445,746693.5363131408,9662445.99953645
2023-12-13,2023,347,-3.037225759454317,-55.09705565115838,297.2144,711493_9664105,711493.5363131408,9664105.99953645
2023-12-13,2023,347,-3.037190558444214,-55.07726828869146,296.69586,713693_9664105,713693.5363131408,9664105.99953645
2023-12-13,2023,347,-3.037154993847743,-55.057481157815026,296.50888,715893_9664105,715893.5363131408,9664105.99953645
2023-12-13,2023,347,-3.03711906568611,-55.03769426090876,296.28085,718093_9664105,718093.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0370827739807384,-55.017907600352174,295.7395,720293_9664105,720293.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0370461187532674,-54.99812117852467,296.08087,722493_9664105,722493.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0370091000255517,-54.97833499780548,295.86487,724693_9664105,724693.5363131408,9664105.99953645
2023-12-13,2023,347,-3.036971717819664,-54.95854906057371,295.84424,726893_9664105,726893.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0369339721578896,-54.938763369208296,295.8384,729093_9664105,729093.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0368958630627336,-54.918977926088054,295.5459,731293_9664105,731293.5363131408,9664105.99953645
2023-12-13,2023,347,-3.036857390556915,-54.899192733591626,295.94092,733493_9664105,733493.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0368185546633684,-54.87940779409753,296.38013,735693_9664105,735693.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0367793554052462,-54.85962310998411,296.20984,737893_9664105,737893.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0367397928059137,-54.839838683629566,296.06976,740093_9664105,740093.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0366998668889558,-54.82005451741193,295.85928,742293_9664105,742293.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0366595776781704,-54.8002706137091,296.01904,744493_9664105,744493.5363131408,9664105.99953645
2023-12-13,2023,347,-3.0366189251975726,-54.78048697489879,296.24658,746693_9664105,746693.5363131408,9664105.99953645
2023-12-13,2023,347,-3.022215977749166,-55.09708187002075,296.66846,711493_9665765,711493.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0221809510111997,-55.07729477977775,296.43982,713693_9665765,713693.5363131408,9665765.99953645
2023-12-13,2023,347,-3.022145562486888,-55.057507921109426,296.33438,715893_9665765,715893.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0221098121973307,-55.03772129639527,295.83896,718093_9665765,718093.5363131408,9665765.99953645
2023-12-13,2023,347,-3.022073700163845,-55.01793490801465,295.82114,720293_9665765,720293.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0220372264079622,-54.9981487583468,295.75708,722493_9665765,722493.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0220003909514292,-54.9783628497708,295.88995,724693_9665765,724693.5363131408,9665765.99953645
2023-12-13,2023,347,-3.021963193816208,-54.95857718466557,295.77954,726893_9665765,726893.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0219256350244743,-54.93879176540992,296.02042,729093_9665765,729093.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0218877145986216,-54.91900659438248,295.80252,731293_9665765,731293.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0217717837434788,-54.859652594453564,295.33862,737893_9665765,737893.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0217324170093582,-54.83986844012236,295.29532,740093_9665765,740093.5363131408,9665765.99953645
2023-12-13,2023,347,-3.021692688756298,-54.820084545910305,295.22803,742293_9665765,742293.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0216525990079806,-54.80030091419513,296.0599,744493_9665765,744493.5363131408,9665765.99953645
2023-12-13,2023,347,-3.021612147788299,-54.78051754735438,296.63815,746693_9665765,746693.5363131408,9665765.99953645
2023-12-13,2023,347,-3.0215713351213647,-54.760734447765486,296.3741,748893_9665765,748893.5363131408,9665765.99953645
2023-12-13,2023,347,-3.007206191660131,-55.09710795839348,296.50882,711493_9667425,711493.5363131408,9667425.99953645
2023-12-13,2023,347,-3.007171339189725,-55.07732113901958,296.20062,713693_9667425,713693.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0071361267329473,-55.05753455120461,296.04764,715893_9667425,715893.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0071005543107945,-55.0377481973279,295.8906,718093_9667425,718093.5363131408,9667425.99953645
2023-12-13,2023,347,-3.007064621944475,-55.01796207976867,295.27243,720293_9667425,720293.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0070283296554154,-54.998176200905974,295.28595,722493_9667425,722493.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0069916774652516,-54.97839056311874,294.75565,724693_9667425,724693.5363131408,9667425.99953645
2023-12-13,2023,347,-3.006954665395838,-54.95860516878573,295.18216,726893_9667425,726893.5363131408,9667425.99953645
2023-12-13,2023,347,-3.006917293469238,-54.938820020285576,295.8985,729093_9667425,729093.5363131408,9667425.99953645
2023-12-13,2023,347,-3.006879561707733,-54.919035119996764,295.87744,731293_9667425,731293.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0066456158803034,-54.800331063877834,296.17947,744493_9667425,744493.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0066053659162555,-54.7805479676531,296.62366,746693_9667425,746693.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0065647563032374,-54.76076513866205,296.4868,748893_9667425,748893.5363131408,9667425.99953645
2023-12-13,2023,347,-3.0065237870654515,-54.74098257928177,295.96085,751093_9667425,751093.5363131408,9667425.99953645
2023-12-13,2023,347,-2.9921617230015154,-55.07734736642591,296.45053,713693_9669085,713693.5363131408,9669085.99953645
2023-12-13,2023,347,-2.9921266866076706,-55.05756104810964,296.51996,715893_9669085,715893.5363131408,9669085.99953645
2023-12-13,2023,347,-2.9920912920482743,-55.037774963715805,295.9008,718093_9669085,718093.5363131408,9669085.99953645
2023-12-13,2023,347,-2.9916386283172116,-54.80036106276747,295.95178,744493_9669085,744493.5363131408,9669085.99953645
2023-12-13,2023,347,-2.991598579603541,-54.78057823580529,296.00827,746693_9669085,746693.5363131408,9669085.99953645
2023-12-13,2023,347,-2.991558173039134,-54.76079567605871,296.29395,748893_9669085,748893.5363131408,9669085.99953645
2023-12-13,2023,347,-2.991517408648075,-54.74101338590469,295.51123,751093_9669085,751093.5363131408,9669085.99953645
2023-12-13,2023,347,-2.9771521024682976,-55.07737346200566,296.4882,713693_9670745,713693.5363131408,9670745.99953645
2023-12-13,2023,347,-2.9771172421328087,-55.057587411833524,296.49426,715893_9670745,715893.5363131408,9670745.99953645
2023-12-13,2023,347,-2.977082025431542,-55.037801595568084,296.26718,718093_9670745,718093.5363131408,9670745.99953645
2023-12-13,2023,347,-2.9765917888722506,-54.78060835182123,296.2961,746693_9670745,746693.5363131408,9670745.99953645
2023-12-13,2023,347,-2.9765110258015244,-54.7410440376849,295.62808,751093_9670745,751093.5363131408,9670745.99953645
2023-12-13,2023,347,-2.9764701102474533,-54.721262287354946,295.6618,753293_9670745,753293.5363131408,9670745.99953645
2023-12-13,2023,347,-2.9621424776118,-55.077399425767695,296.15726,713693_9672405,713693.5363131408,9672405.99953645
2023-12-13,2023,347,-2.9621077933301105,-55.05761364238523,295.8633,715893_9672405,715893.5363131408,9672405.99953645
2023-12-13,2023,347,-2.9620727544823744,-55.0378280928938,296.53192,718093_9672405,718093.5363131408,9672405.99953645
2023-12-13,2023,347,-2.9615449932615032,-54.760856290393825,295.9312,748893_9672405,748893.5363131408,9672405.99953645
2023-12-13,2023,347,-2.961463929627888,-54.72129305080464,295.0892,753293_9672405,753293.5363131408,9672405.99953645
2023-12-13,2023,347,-2.94709834022133,-55.05763973977368,296.01862,715893_9674065,715893.5363131408,9674065.99953645
2023-12-13,2023,347,-2.947063479222545,-55.03785445570194,296.2867,718093_9674065,718093.5363131408,9674065.99953645
2023-12-13,2023,347,-2.9470282654781808,-55.01806940788422,294.67456,720293_9674065,720293.5363131408,9674065.99953645
2023-12-13,2023,347,-2.9466567317501693,-54.8202324468594,295.2607,742293_9674065,742293.5363131408,9674065.99953645
2023-12-13,2023,347,-2.946617639236169,-54.800450154779675,296.01086,744493_9674065,744493.5363131408,9674065.99953645
2023-12-13,2023,347,-2.9320888828282197,-55.05766570400773,295.75723,715893_9675725,715893.5363131408,9675725.99953645
2023-12-13,2023,347,-2.932054199673832,-55.03788068400149,295.30182,718093_9675725,718093.5363131408,9675725.99953645
2023-12-13,2023,347,-2.9173428919874005,-55.215977812055435,296.02518,698293_9677385,698293.5363131408,9677385.99953645
2023-12-13,2023,347,-2.917079421172534,-55.05769153509623,296.24402,715893_9677385,715893.5363131408,9677385.99953645
2023-12-13,2023,347,-2.916485450566668,-54.7411650965863,295.41125,751093_9677385,751093.5363131408,9677385.99953645
2023-12-13,2023,347,-2.9023320682004052,-55.2160014186091,295.72244,698293_9679045,698293.5363131408,9679045.99953645
2023-12-13,2023,347,-2.9014790459065694,-54.741194974308215,295.1004,751093_9679045,751093.5363131408,9679045.99953645
2023-12-13,2023,347,-2.901439163469642,-54.72141454295889,296.1561,753293_9679045,753293.5363131408,9679045.99953645
2023-12-13,2023,347,-2.9013989340411026,-54.701634385846134,296.06268,755493_9679045,755493.5363131408,9679045.99953645
2023-12-13,2023,347,-2.887321240228593,-55.216024902869094,295.4241,698293_9680705,698293.5363131408,9680705.99953645
